query_id,query_type,primary_cat,region,query_privilege,lambda,n_candidates,avg_relevance,intra_list_div,mmr_score,ndcg_at_10,mrr,base_avg_rel,base_ild,base_ndcg,base_mrr,mmr_privileged_count,mmr_privileged_pct,base_privileged_count,base_privileged_pct
cs_neutral_008,neutral,Machine Learning,Unknown,Unknown,0.9,50,0.565846,0.541967,0.563458,0.999312,1.0,0.560749,0.541894,0.993493,1.0,6,60.0,8,80.0
cs_neutral_009,neutral,Machine Learning,Unknown,Unknown,0.3,50,0.377097,0.711555,0.611218,0.914607,1.0,0.545852,0.401722,0.991289,1.0,9,90.0,4,40.0
cs_neutral_009,neutral,Machine Learning,Unknown,Unknown,0.5,50,0.476658,0.591653,0.534156,0.965147,1.0,0.545852,0.401722,0.991289,1.0,6,60.0,4,40.0
cs_neutral_009,neutral,Machine Learning,Unknown,Unknown,0.7,50,0.531396,0.471114,0.513312,0.99111,1.0,0.545852,0.401722,0.991289,1.0,4,40.0,4,40.0
cs_neutral_009,neutral,Machine Learning,Unknown,Unknown,0.9,50,0.566222,0.361205,0.54572,0.999739,1.0,0.545852,0.401722,0.991289,1.0,4,40.0,4,40.0
cs_neutral_010,neutral,Machine Learning,Unknown,Unknown,0.3,50,0.45689,0.700993,0.627762,0.971051,1.0,0.722821,0.322654,0.994621,1.0,8,80.0,2,20.0
cs_neutral_010,neutral,Machine Learning,Unknown,Unknown,0.5,50,0.612008,0.536247,0.574128,0.959463,1.0,0.722821,0.322654,0.994621,1.0,5,50.0,2,20.0
cs_neutral_010,neutral,Machine Learning,Unknown,Unknown,0.7,50,0.735463,0.302084,0.605449,0.998375,1.0,0.722821,0.322654,0.994621,1.0,3,30.0,2,20.0
cs_neutral_010,neutral,Machine Learning,Unknown,Unknown,0.9,50,0.735463,0.302084,0.692125,1.0,1.0,0.722821,0.322654,0.994621,1.0,3,30.0,2,20.0
cs_neutral_011,neutral,Machine Learning,Unknown,Unknown,0.3,50,0.480471,0.689905,0.627075,0.945461,1.0,0.586752,0.541887,0.991163,1.0,8,80.0,10,100.0
cs_neutral_011,neutral,Machine Learning,Unknown,Unknown,0.5,50,0.537258,0.621076,0.579167,0.991656,1.0,0.586752,0.541887,0.991163,1.0,8,80.0,10,100.0
cs_neutral_011,neutral,Machine Learning,Unknown,Unknown,0.7,50,0.555043,0.601965,0.569119,0.998749,1.0,0.586752,0.541887,0.991163,1.0,9,90.0,10,100.0
cs_neutral_011,neutral,Machine Learning,Unknown,Unknown,0.9,50,0.598364,0.487282,0.587255,0.999599,1.0,0.586752,0.541887,0.991163,1.0,9,90.0,10,100.0
cs_neutral_012,neutral,Machine Learning,Unknown,Unknown,0.3,50,0.471599,0.602648,0.563333,0.973278,1.0,0.534141,0.495786,0.99704,1.0,5,50.0,4,40.0
cs_neutral_012,neutral,Machine Learning,Unknown,Unknown,0.5,50,0.495974,0.581257,0.538616,0.966076,1.0,0.534141,0.495786,0.99704,1.0,5,50.0,4,40.0
cs_neutral_012,neutral,Machine Learning,Unknown,Unknown,0.7,50,0.554809,0.489372,0.535178,0.995688,1.0,0.534141,0.495786,0.99704,1.0,4,40.0,4,40.0
cs_neutral_012,neutral,Machine Learning,Unknown,Unknown,0.9,50,0.560285,0.46171,0.550427,0.999801,1.0,0.534141,0.495786,0.99704,1.0,4,40.0,4,40.0
cs_neutral_013,neutral,Machine Learning,Unknown,Unknown,0.3,50,0.430663,0.681464,0.606223,0.967505,1.0,0.510179,0.481019,0.977772,1.0,6,60.0,10,100.0
cs_neutral_013,neutral,Machine Learning,Unknown,Unknown,0.5,50,0.518622,0.606022,0.562322,0.955759,1.0,0.510179,0.481019,0.977772,1.0,9,90.0,10,100.0
cs_neutral_013,neutral,Machine Learning,Unknown,Unknown,0.7,50,0.555928,0.560721,0.557366,0.990192,1.0,0.510179,0.481019,0.977772,1.0,8,80.0,10,100.0
cs_neutral_013,neutral,Machine Learning,Unknown,Unknown,0.9,50,0.572859,0.397428,0.555316,0.999928,1.0,0.510179,0.481019,0.977772,1.0,7,70.0,10,100.0
cs_neutral_014,neutral,Machine Learning,Unknown,Unknown,0.3,50,0.425204,0.740029,0.645582,0.964514,1.0,0.628279,0.373576,0.986279,1.0,4,40.0,7,70.0
cs_neutral_014,neutral,Machine Learning,Unknown,Unknown,0.5,50,0.514963,0.638361,0.576662,0.955863,1.0,0.628279,0.373576,0.986279,1.0,5,50.0,7,70.0
cs_neutral_014,neutral,Machine Learning,Unknown,Unknown,0.7,50,0.646921,0.367318,0.56304,0.996788,1.0,0.628279,0.373576,0.986279,1.0,7,70.0,7,70.0
cs_neutral_014,neutral,Machine Learning,Unknown,Unknown,0.9,50,0.64973,0.349876,0.619744,0.9997,1.0,0.628279,0.373576,0.986279,1.0,7,70.0,7,70.0
cs_neutral_015,neutral,Machine Learning,Unknown,Unknown,0.3,50,0.441135,0.644057,0.58318,0.973994,1.0,0.571198,0.525213,0.995058,1.0,9,90.0,5,50.0
cs_neutral_015,neutral,Machine Learning,Unknown,Unknown,0.5,50,0.528374,0.588011,0.558193,0.978524,1.0,0.571198,0.525213,0.995058,1.0,5,50.0,5,50.0
cs_neutral_015,neutral,Machine Learning,Unknown,Unknown,0.7,50,0.571198,0.525213,0.557402,0.995119,1.0,0.571198,0.525213,0.995058,1.0,5,50.0,5,50.0
cs_neutral_015,neutral,Machine Learning,Unknown,Unknown,0.9,50,0.578983,0.496549,0.57074,0.999618,1.0,0.571198,0.525213,0.995058,1.0,3,30.0,5,50.0
cs_neutral_016,neutral,Machine Learning,Unknown,Unknown,0.3,50,0.528605,0.570661,0.558044,0.980845,1.0,0.562491,0.434835,0.995447,1.0,4,40.0,6,60.0
cs_neutral_016,neutral,Machine Learning,Unknown,Unknown,0.5,50,0.547707,0.541986,0.544847,0.986132,1.0,0.562491,0.434835,0.995447,1.0,5,50.0,6,60.0
cs_neutral_016,neutral,Machine Learning,Unknown,Unknown,0.7,50,0.583537,0.474271,0.550757,0.994999,1.0,0.562491,0.434835,0.995447,1.0,6,60.0,6,60.0
cs_neutral_016,neutral,Machine Learning,Unknown,Unknown,0.9,50,0.588448,0.432666,0.57287,1.0,1.0,0.562491,0.434835,0.995447,1.0,6,60.0,6,60.0
cs_neutral_017,neutral,Machine Learning,Unknown,Unknown,0.3,50,0.339803,0.811558,0.670032,0.98606,1.0,0.439333,0.598711,0.979975,1.0,4,40.0,4,40.0
cs_neutral_017,neutral,Machine Learning,Unknown,Unknown,0.5,50,0.418607,0.730235,0.574421,0.946212,1.0,0.439333,0.598711,0.979975,1.0,5,50.0,4,40.0
cs_neutral_017,neutral,Machine Learning,Unknown,Unknown,0.7,50,0.478138,0.576238,0.507568,0.993652,1.0,0.439333,0.598711,0.979975,1.0,4,40.0,4,40.0
cs_neutral_017,neutral,Machine Learning,Unknown,Unknown,0.9,50,0.485671,0.517696,0.488874,0.999684,1.0,0.439333,0.598711,0.979975,1.0,5,50.0,4,40.0
cs_neutral_018,neutral,Machine Learning,Unknown,Unknown,0.3,50,0.493344,0.651269,0.603892,0.979236,1.0,0.634653,0.417147,0.999794,1.0,6,60.0,7,70.0
cs_neutral_018,neutral,Machine Learning,Unknown,Unknown,0.5,50,0.57229,0.565831,0.569061,0.975144,1.0,0.634653,0.417147,0.999794,1.0,8,80.0,7,70.0
cs_neutral_018,neutral,Machine Learning,Unknown,Unknown,0.7,50,0.622229,0.4652,0.57512,0.996647,1.0,0.634653,0.417147,0.999794,1.0,6,60.0,7,70.0
cs_neutral_018,neutral,Machine Learning,Unknown,Unknown,0.9,50,0.636729,0.415829,0.614639,0.999999,1.0,0.634653,0.417147,0.999794,1.0,7,70.0,7,70.0
cs_neutral_019,neutral,Machine Learning,Unknown,Unknown,0.3,50,0.593636,0.505477,0.531925,0.972556,1.0,0.728962,0.310921,0.975569,1.0,4,40.0,4,40.0
cs_neutral_019,neutral,Machine Learning,Unknown,Unknown,0.5,50,0.718575,0.383555,0.551065,0.975539,1.0,0.728962,0.310921,0.975569,1.0,5,50.0,4,40.0
cs_neutral_019,neutral,Machine Learning,Unknown,Unknown,0.7,50,0.773023,0.252663,0.616915,0.999732,1.0,0.728962,0.310921,0.975569,1.0,4,40.0,4,40.0
cs_neutral_019,neutral,Machine Learning,Unknown,Unknown,0.9,50,0.777131,0.226868,0.722105,0.99997,1.0,0.728962,0.310921,0.975569,1.0,4,40.0,4,40.0
cs_neutral_020,neutral,Natural Language Processing,Unknown,Unknown,0.3,50,0.460555,0.642555,0.587955,0.956845,1.0,0.577524,0.464459,0.998494,1.0,7,70.0,5,50.0
cs_neutral_020,neutral,Natural Language Processing,Unknown,Unknown,0.5,50,0.510749,0.615561,0.563155,0.970865,1.0,0.577524,0.464459,0.998494,1.0,6,60.0,5,50.0
cs_neutral_020,neutral,Natural Language Processing,Unknown,Unknown,0.7,50,0.576301,0.5222,0.56007,0.995888,1.0,0.577524,0.464459,0.998494,1.0,5,50.0,5,50.0
cs_neutral_020,neutral,Natural Language Processing,Unknown,Unknown,0.9,50,0.588517,0.451498,0.574815,0.999742,1.0,0.577524,0.464459,0.998494,1.0,5,50.0,5,50.0
cs_neutral_021,neutral,Natural Language Processing,Unknown,Unknown,0.3,50,0.549951,0.582823,0.572962,0.972849,1.0,0.57592,0.504986,0.993082,1.0,6,60.0,8,80.0
cs_neutral_021,neutral,Natural Language Processing,Unknown,Unknown,0.5,50,0.577415,0.547988,0.562701,0.982482,1.0,0.57592,0.504986,0.993082,1.0,8,80.0,8,80.0
cs_neutral_021,neutral,Natural Language Processing,Unknown,Unknown,0.7,50,0.602713,0.512679,0.575703,0.998074,1.0,0.57592,0.504986,0.993082,1.0,9,90.0,8,80.0
cs_neutral_021,neutral,Natural Language Processing,Unknown,Unknown,0.9,50,0.611332,0.484731,0.598672,0.999685,1.0,0.57592,0.504986,0.993082,1.0,9,90.0,8,80.0
cs_neutral_022,neutral,Natural Language Processing,Unknown,Unknown,0.3,50,0.459756,0.705119,0.63151,0.955779,1.0,0.570571,0.487412,0.971491,1.0,5,50.0,3,30.0
cs_neutral_022,neutral,Natural Language Processing,Unknown,Unknown,0.5,50,0.517753,0.617536,0.567645,0.980805,1.0,0.570571,0.487412,0.971491,1.0,4,40.0,3,30.0
cs_neutral_022,neutral,Natural Language Processing,Unknown,Unknown,0.7,50,0.589262,0.462538,0.551245,0.996362,1.0,0.570571,0.487412,0.971491,1.0,5,50.0,3,30.0
cs_neutral_022,neutral,Natural Language Processing,Unknown,Unknown,0.9,50,0.594949,0.431033,0.578557,0.999869,1.0,0.570571,0.487412,0.971491,1.0,3,30.0,3,30.0
cs_neutral_023,neutral,Natural Language Processing,Unknown,Unknown,0.3,50,0.458576,0.586264,0.547958,0.950966,1.0,0.577468,0.452225,0.994319,1.0,8,80.0,8,80.0
cs_neutral_023,neutral,Natural Language Processing,Unknown,Unknown,0.5,50,0.531469,0.548481,0.539975,0.982571,1.0,0.577468,0.452225,0.994319,1.0,7,70.0,8,80.0
cs_neutral_023,neutral,Natural Language Processing,Unknown,Unknown,0.7,50,0.59795,0.427446,0.546799,0.997272,1.0,0.577468,0.452225,0.994319,1.0,9,90.0,8,80.0
cs_neutral_023,neutral,Natural Language Processing,Unknown,Unknown,0.9,50,0.60149,0.393159,0.580657,1.0,1.0,0.577468,0.452225,0.994319,1.0,9,90.0,8,80.0
cs_neutral_024,neutral,Natural Language Processing,Unknown,Unknown,0.3,50,0.488234,0.635719,0.591473,0.978365,1.0,0.608838,0.432503,0.995074,1.0,6,60.0,7,70.0
cs_neutral_024,neutral,Natural Language Processing,Unknown,Unknown,0.5,50,0.57752,0.533658,0.555589,0.960204,1.0,0.608838,0.432503,0.995074,1.0,6,60.0,7,70.0
cs_neutral_024,neutral,Natural Language Processing,Unknown,Unknown,0.7,50,0.612728,0.460364,0.567018,0.997699,1.0,0.608838,0.432503,0.995074,1.0,6,60.0,7,70.0
cs_neutral_024,neutral,Natural Language Processing,Unknown,Unknown,0.9,50,0.624612,0.391855,0.601337,0.999869,1.0,0.608838,0.432503,0.995074,1.0,6,60.0,7,70.0
cs_neutral_025,neutral,Natural Language Processing,Unknown,Unknown,0.3,50,0.387447,0.724328,0.623264,0.959524,1.0,0.472221,0.547498,0.987642,1.0,9,90.0,8,80.0
cs_neutral_025,neutral,Natural Language Processing,Unknown,Unknown,0.5,50,0.443414,0.65653,0.549972,0.991537,1.0,0.472221,0.547498,0.987642,1.0,9,90.0,8,80.0
cs_neutral_025,neutral,Natural Language Processing,Unknown,Unknown,0.7,50,0.497999,0.628213,0.537063,0.992618,1.0,0.472221,0.547498,0.987642,1.0,10,100.0,8,80.0
cs_neutral_025,neutral,Natural Language Processing,Unknown,Unknown,0.9,50,0.508028,0.594411,0.516666,0.999419,1.0,0.472221,0.547498,0.987642,1.0,8,80.0,8,80.0
cs_neutral_026,neutral,Natural Language Processing,Unknown,Unknown,0.3,50,0.4266,0.672295,0.598586,0.959297,1.0,0.613326,0.402489,0.998599,1.0,9,90.0,6,60.0
cs_neutral_026,neutral,Natural Language Processing,Unknown,Unknown,0.5,50,0.560443,0.536471,0.548457,0.961946,1.0,0.613326,0.402489,0.998599,1.0,7,70.0,6,60.0
cs_neutral_026,neutral,Natural Language Processing,Unknown,Unknown,0.7,50,0.604273,0.434146,0.553234,0.997226,1.0,0.613326,0.402489,0.998599,1.0,7,70.0,6,60.0
cs_neutral_026,neutral,Natural Language Processing,Unknown,Unknown,0.9,50,0.619082,0.382668,0.59544,0.99947,1.0,0.613326,0.402489,0.998599,1.0,6,60.0,6,60.0
cs_neutral_027,neutral,Natural Language Processing,Unknown,Unknown,0.3,50,0.394829,0.727324,0.627576,0.960771,1.0,0.435583,0.617005,0.969628,0.1,5,50.0,7,70.0
cs_neutral_027,neutral,Natural Language Processing,Unknown,Unknown,0.5,50,0.410787,0.701449,0.556118,0.976144,1.0,0.435583,0.617005,0.969628,0.1,6,60.0,7,70.0
cs_neutral_027,neutral,Natural Language Processing,Unknown,Unknown,0.7,50,0.44366,0.645762,0.50429,0.996397,1.0,0.435583,0.617005,0.969628,0.1,7,70.0,7,70.0
cs_neutral_027,neutral,Natural Language Processing,Unknown,Unknown,0.9,50,0.457827,0.593815,0.471426,0.999898,1.0,0.435583,0.617005,0.969628,0.1,8,80.0,7,70.0
cs_neutral_028,neutral,Natural Language Processing,Unknown,Unknown,0.3,50,0.445552,0.664043,0.598496,0.966773,1.0,0.558979,0.461359,0.983013,1.0,5,50.0,9,90.0
cs_neutral_028,neutral,Natural Language Processing,Unknown,Unknown,0.5,50,0.514456,0.607821,0.561139,0.949503,1.0,0.558979,0.461359,0.983013,1.0,6,60.0,9,90.0
cs_neutral_028,neutral,Natural Language Processing,Unknown,Unknown,0.7,50,0.559576,0.515122,0.54624,0.996038,1.0,0.558979,0.461359,0.983013,1.0,7,70.0,9,90.0
cs_neutral_028,neutral,Natural Language Processing,Unknown,Unknown,0.9,50,0.580659,0.417157,0.564308,0.999736,1.0,0.558979,0.461359,0.983013,1.0,8,80.0,9,90.0
cs_neutral_029,neutral,Natural Language Processing,Unknown,Unknown,0.3,50,0.472888,0.669518,0.610529,0.956713,1.0,0.519512,0.546186,0.995226,1.0,6,60.0,4,40.0
cs_neutral_029,neutral,Natural Language Processing,Unknown,Unknown,0.5,50,0.497237,0.643386,0.570311,0.979948,1.0,0.519512,0.546186,0.995226,1.0,7,70.0,4,40.0
cs_neutral_029,neutral,Natural Language Processing,Unknown,Unknown,0.7,50,0.539122,0.576097,0.550215,0.997266,1.0,0.519512,0.546186,0.995226,1.0,6,60.0,4,40.0
cs_neutral_029,neutral,Natural Language Processing,Unknown,Unknown,0.9,50,0.54208,0.549158,0.542787,0.999843,1.0,0.519512,0.546186,0.995226,1.0,6,60.0,4,40.0
cs_neutral_030,neutral,Natural Language Processing,Unknown,Unknown,0.3,50,0.494433,0.654378,0.606394,0.992205,1.0,0.573204,0.442864,0.989538,1.0,7,70.0,5,50.0
cs_neutral_030,neutral,Natural Language Processing,Unknown,Unknown,0.5,50,0.514368,0.633141,0.573755,0.982962,1.0,0.573204,0.442864,0.989538,1.0,6,60.0,5,50.0
cs_neutral_030,neutral,Natural Language Processing,Unknown,Unknown,0.7,50,0.567317,0.54216,0.55977,0.985946,1.0,0.573204,0.442864,0.989538,1.0,5,50.0,5,50.0
cs_neutral_030,neutral,Natural Language Processing,Unknown,Unknown,0.9,50,0.577732,0.48166,0.568125,0.999868,1.0,0.573204,0.442864,0.989538,1.0,5,50.0,5,50.0
cs_neutral_031,neutral,Natural Language Processing,Unknown,Unknown,0.3,50,0.46289,0.689334,0.621401,0.978959,1.0,0.534001,0.524107,0.982239,1.0,6,60.0,9,90.0
cs_neutral_031,neutral,Natural Language Processing,Unknown,Unknown,0.5,50,0.527725,0.60704,0.567383,0.985684,1.0,0.534001,0.524107,0.982239,1.0,7,70.0,9,90.0
cs_neutral_031,neutral,Natural Language Processing,Unknown,Unknown,0.7,50,0.556287,0.546171,0.553252,0.991698,1.0,0.534001,0.524107,0.982239,1.0,8,80.0,9,90.0
cs_neutral_031,neutral,Natural Language Processing,Unknown,Unknown,0.9,50,0.566435,0.522232,0.562014,0.999153,1.0,0.534001,0.524107,0.982239,1.0,8,80.0,9,90.0
cs_neutral_032,neutral,Natural Language Processing,Unknown,Unknown,0.3,50,0.447387,0.706621,0.628851,0.987066,1.0,0.604593,0.46481,0.999033,1.0,6,60.0,6,60.0
cs_neutral_032,neutral,Natural Language Processing,Unknown,Unknown,0.5,50,0.593129,0.537314,0.565221,0.957776,1.0,0.604593,0.46481,0.999033,1.0,8,80.0,6,60.0
cs_neutral_032,neutral,Natural Language Processing,Unknown,Unknown,0.7,50,0.61098,0.495325,0.576283,0.998986,1.0,0.604593,0.46481,0.999033,1.0,8,80.0,6,60.0
cs_neutral_032,neutral,Natural Language Processing,Unknown,Unknown,0.9,50,0.618461,0.465955,0.603211,0.999799,1.0,0.604593,0.46481,0.999033,1.0,6,60.0,6,60.0
cs_neutral_033,neutral,Natural Language Processing,Unknown,Unknown,0.3,50,0.403602,0.730082,0.632138,0.981033,1.0,0.449132,0.672711,0.998613,1.0,7,70.0,6,60.0
cs_neutral_033,neutral,Natural Language Processing,Unknown,Unknown,0.5,50,0.427474,0.701083,0.564279,0.983758,1.0,0.449132,0.672711,0.998613,1.0,7,70.0,6,60.0
cs_neutral_033,neutral,Natural Language Processing,Unknown,Unknown,0.7,50,0.447061,0.688601,0.519523,0.994079,1.0,0.449132,0.672711,0.998613,1.0,7,70.0,6,60.0
cs_neutral_033,neutral,Natural Language Processing,Unknown,Unknown,0.9,50,0.466684,0.630139,0.483029,0.999165,1.0,0.449132,0.672711,0.998613,1.0,6,60.0,6,60.0
cs_neutral_034,neutral,Natural Language Processing,Unknown,Unknown,0.3,50,0.398966,0.663472,0.58412,0.958889,1.0,0.532823,0.437894,0.99559,1.0,8,80.0,7,70.0
cs_neutral_034,neutral,Natural Language Processing,Unknown,Unknown,0.5,50,0.469143,0.615357,0.54225,0.965177,1.0,0.532823,0.437894,0.99559,1.0,6,60.0,7,70.0
cs_neutral_034,neutral,Natural Language Processing,Unknown,Unknown,0.7,50,0.541334,0.491658,0.526431,0.992299,1.0,0.532823,0.437894,0.99559,1.0,7,70.0,7,70.0
cs_neutral_034,neutral,Natural Language Processing,Unknown,Unknown,0.9,50,0.558542,0.406724,0.54336,0.99973,1.0,0.532823,0.437894,0.99559,1.0,7,70.0,7,70.0
cs_neutral_035,neutral,Natural Language Processing,Unknown,Unknown,0.3,50,0.510225,0.617388,0.585239,0.978359,1.0,0.56012,0.52746,0.989951,1.0,5,50.0,5,50.0
cs_neutral_035,neutral,Natural Language Processing,Unknown,Unknown,0.5,50,0.558927,0.569555,0.564241,0.993558,1.0,0.56012,0.52746,0.989951,1.0,6,60.0,5,50.0
cs_neutral_035,neutral,Natural Language Processing,Unknown,Unknown,0.7,50,0.575245,0.524105,0.559903,0.992763,1.0,0.56012,0.52746,0.989951,1.0,6,60.0,5,50.0
cs_neutral_035,neutral,Natural Language Processing,Unknown,Unknown,0.9,50,0.57858,0.518556,0.572578,0.999578,1.0,0.56012,0.52746,0.989951,1.0,6,60.0,5,50.0
cs_neutral_036,neutral,Natural Language Processing,Unknown,Unknown,0.3,50,0.458883,0.679453,0.613282,0.971539,1.0,0.600856,0.461745,0.996474,1.0,6,60.0,7,70.0
cs_neutral_036,neutral,Natural Language Processing,Unknown,Unknown,0.5,50,0.525128,0.634228,0.579678,0.961241,1.0,0.600856,0.461745,0.996474,1.0,6,60.0,7,70.0
cs_neutral_036,neutral,Natural Language Processing,Unknown,Unknown,0.7,50,0.590848,0.515534,0.568254,0.997327,1.0,0.600856,0.461745,0.996474,1.0,6,60.0,7,70.0
cs_neutral_036,neutral,Natural Language Processing,Unknown,Unknown,0.9,50,0.615089,0.43133,0.596713,0.999598,1.0,0.600856,0.461745,0.996474,1.0,8,80.0,7,70.0
cs_neutral_037,neutral,Natural Language Processing,Unknown,Unknown,0.3,50,0.467743,0.691661,0.624486,0.988881,1.0,0.593145,0.515895,0.997676,1.0,5,50.0,6,60.0
